,a[mm],lpx[mm],lpy[mm],ls[mm],p[mm],wp[mm],ws[mm],ys0[mm],ys1[mm],ys2[mm],ys3[mm],ys4[mm],k0mm_ys0,k0mm_ys1,k0mm_ys2,k0mm_ys3,k0mm_ys4,k100mm_ys0,Lp0mm_ys0[nH],Lp0mm_ys1[nH],Lp0mm_ys2[nH],Lp0mm_ys3[nH],Lp0mm_ys4[nH],Ls0mm_ys0[nH],Ls0mm_ys1[nH],Ls0mm_ys2[nH],Ls0mm_ys3[nH],Ls0mm_ys4[nH],Lp100mm_ys0[nH],Ls100mm_ys0[nH],Bx_p0mm0deg[uT],By_p0mm0deg[uT],Bz_p0mm0deg[uT],Bx_p0mm90deg[uT],By_p0mm90deg[uT],Bz_p0mm90deg[uT],Bx_s0mm0deg[uT],By_s0mm0deg[uT],Bz_s0mm0deg[uT],Bx_s0mm90deg[uT],By_s0mm90deg[uT],Bz_s0mm90deg[uT],Bx_p100mm0deg[uT],By_p100mm0deg[uT],Bz_p100mm0deg[uT],Bx_p100mm90deg[uT],By_p100mm90deg[uT],Bz_p100mm90deg[uT],Bx_s100mm0deg[uT],By_s100mm0deg[uT],Bz_s100mm0deg[uT],Bx_s100mm90deg[uT],By_s100mm90deg[uT],Bz_s100mm90deg[uT]
0,87.5280663487134,614.168477602974,1550.60397812418,231.077839789879,162.482278740895,168.430105178142,106.873009812169,3084.51964156995,3362.6449665598,3640.77029154965,3918.8956165395,4197.02094152935,0.10644258789748451,0.1100218695389085,0.1209559066509055,0.0494717447940561,-0.02183274128184965,0.10499475777343148,4277.10342315211,4278.64068878556,4310.84044221756,4379.24780831888,4310.13223953851,784.875127870983,783.253025966422,783.385953497735,763.208594602615,777.951248527077,4302.24525722084,784.836284015681,-0.0167233956261688,-0.000622542406826984,-0.24517023834286997,-7.293894830714311e-06,-2.830655580121369e-07,0.000517947544512903,1.7346296020755998e-07,-1.18667203406141e-07,3.77176741282048e-05,0.000836974058563758,8.34045090715258e-05,0.021101960649168198,-0.0371297103454033,-0.0032783727198511404,-0.453729569573238,5.045582677632451e-06,-8.09144431361945e-07,0.0005417507838930141,2.99628445257917e-06,-8.65977048719148e-08,3.7174386301897893e-05,-0.00657658067233158,0.00040543947379352704,0.028593547377163502
1,123.724632657902,351.476517590231,895.410898811218,379.557703277775,156.60678916068,179.399775097082,160.452125243455,2195.67184043602,2402.95515337125,2610.23846630648,2817.52177924172,3024.80509217695,0.34526558339727853,0.328896247299367,0.2192448964240385,0.050545792501536804,-0.029878571345035,0.30833653706785447,2290.23524714721,2318.44874656709,2319.2589424901,2280.15603931187,2237.83579543754,1403.26249497049,1400.24876039928,1356.0675262398,1352.94718045384,1402.70407412401,2277.44245734363,1386.19027755233,-0.03527326264993069,-0.000608833616926738,-0.10326975644935499,-8.089349510576371e-06,8.805355950750941e-09,0.000184302994185978,-3.9521277681361095e-06,-6.84141647694338e-08,9.1575291835694e-05,0.00527816731872103,-0.000139378338175222,0.054688229678785095,-0.011359015268746001,-0.00040119204878467604,-0.15773878939393002,2.72478384163512e-06,4.38721432180914e-08,0.000190027974459642,2.91606954519754e-06,-2.6747143188956603e-08,9.241462711073221e-05,-0.0168044613115674,0.00035199152446931104,0.07020693391887291
2,104.43825167466,242.97896174837,1586.68810727885,137.819010215029,198.480948581536,95.082991703283,181.591646452804,3025.09709210733,3298.12353493437,3571.1499777614,3844.17642058843,4117.20286341547,0.1107678454739115,0.11250340053996699,0.11626013512182301,0.0510025298156695,-0.0113235423826808,0.08603815999380696,3412.84335732476,3412.58041352868,3410.69495546706,3425.12355469604,3409.1235266128,399.453918284416,398.977159544737,398.319036056067,394.6870769874,396.926468663155,3414.26524637981,398.608788586748,-0.030221735297026,0.000339454452129842,-0.055096126593647,-1.03996163557784e-05,-1.0286410745379999e-08,0.00017994450669309,-3.4847224486650293e-06,-4.86879804174255e-08,1.64828425902324e-05,0.00559373101133167,-7.679852908267599e-05,0.009271062927787049,-0.014723271218378898,-0.000215226125208406,-0.0825287928996068,-4.931867432403139e-06,1.57460266425791e-07,0.00018958719689058802,-8.033860325784521e-07,-3.32326655920702e-08,1.6899169513920003e-05,0.0019339494294089898,-6.266393142072319e-05,0.0103306611237419
3,8.24319188622977,548.97435118984,1981.15450720568,356.448313754892,145.90933603895,201.629830970844,26.8584351321401,3638.20205804704,3956.55329416689,4274.90453028673,4593.25576640658,4911.60700252643,0.09597304901485965,0.09746470123827891,0.1055560546235695,0.08212760351137274,-0.01022928588678656,0.0919860080787019,4400.04092538255,4399.67766052966,4403.85655149778,4461.70005155122,4421.58814312614,1645.37384994852,1644.6079579824,1642.86212374622,1620.29963448285,1622.86520812622,4414.88639377271,1643.13511288004,-0.0629534488170751,0.00052340626439565,-0.206197612901109,-3.3477946651300598e-06,-1.0600397514248399e-06,0.0006211054883703799,8.7510551107674e-07,-2.47280675801164e-07,6.1491986613351e-05,0.00726694554684392,-0.000396888677348908,0.027559457617533,-0.0947699662126766,-0.000105117458061617,-0.35380648054638,1.81901197740035e-05,2.1927725700464e-06,0.000649503595498698,4.20915223730972e-06,-2.3414198274938597e-08,6.16761381635667e-05,0.0006701574205641189,-0.0005780127145916409,0.03480758410984779
4,66.4833017868174,172.518454353994,1160.73312712819,134.792228585547,181.43219952258,219.969692875639,92.2221102479951,2605.4227259776,2844.80664047456,3084.19055497152,3323.57446946848,3562.95838396544,0.0960475886794162,0.09820425969766214,0.08929105755948995,0.0161324353340895,-0.0088371457079866,0.07649546157105605,1891.75438978939,1889.81307590801,1897.91258922491,1904.85276989637,1887.51895162618,407.946939396712,407.942074138838,407.933646902538,403.6428403093,407.357084401831,1901.79750166301,405.573345088371,-0.0227286160020074,1.7335998846892498e-05,-0.0597316975873984,-6.615634367392379e-06,1.15172056951014e-07,0.000162932748475019,-1.071355216351e-06,-5.6193357663734e-08,1.1550253759701001e-05,0.00145411841997474,-3.948156944863089e-05,0.00574714797496628,-0.0212316424182758,-0.000159475803895938,-0.091028616888069,-3.88783297162086e-06,1.8435451553458102e-07,0.000168772784123465,4.95915115433036e-07,-1.4419346236937798e-08,1.11814135161561e-05,-0.00042386797989592403,1.76687435289363e-05,0.0066288922323352005
5,144.561289757038,122.794107108584,1342.33667695629,413.472540610403,135.182138530012,116.144357564093,204.713848610894,2728.17062738876,2978.03689115483,3227.9031549209,3477.76941868697,3727.63568245304,0.1892179978856955,0.1928674190020395,0.15763338175657549,0.055047227297950654,-0.0149651361968056,0.17013555312794948,2251.18040422542,2247.78762002892,2246.40207848425,2224.87342016295,2208.55445338221,1487.17154817358,1482.67461703289,1465.13954987965,1469.8728602562,1524.85625633736,2247.67129890736,1495.02670870964,-0.0382997691833067,0.000363343699857818,-0.0477156414733016,-9.77693078327991e-06,5.8481488003241704e-08,0.000100659945701437,-1.06762253657919e-05,2.1440815533470105e-07,0.000104541916562587,0.034593735254688,-0.000440730255223882,0.0655199023666976,-0.0312959831477207,0.0008909171680161141,-0.0594446241723524,-4.130755625774259e-06,1.7737651771405302e-07,0.000102701417931555,-5.00311201036491e-06,2.7901877041576e-08,0.00010779624020761,0.0195462040188844,-0.000366976862994338,0.07412598461839591
6,54.3806407855131,475.895016124667,815.848408823331,329.876486154587,150.468147693332,212.433013832323,219.04371783349,2014.08457708016,2201.5775602992,2389.07054351825,2576.56352673729,2764.05650995633,0.3781212739190405,0.35236471596955155,0.24464755353516998,0.07745575928893461,-0.024363687540603852,0.350966093692092,2280.53491210799,2342.38539542032,2367.00821857134,2347.29850380078,2334.28523932869,1159.43363655519,1158.13194731063,1112.68341476757,1090.5720292176,1141.88332153776,2280.62595695103,1149.24854941841,-0.0561379449428756,-0.0003413214887699499,-0.143949138522592,-8.42535576552266e-06,2.5311261075931005e-07,0.00022054716449134402,-3.81907933522443e-06,1.0530916091827499e-07,8.8274543323135e-05,0.0031366049883424295,0.000425710284674547,0.05866819753733111,-0.041345612101473306,0.0016216159365410301,-0.230622406799401,4.8336187622636905e-06,5.455572272329021e-07,0.000228458728909803,4.08984053493514e-06,6.206747187464799e-08,8.9124474562648e-05,-0.0160942608433101,0.000313917833715289,0.0796484919748307
7,197.332154813677,277.933968578169,1056.08226224666,124.464998336793,73.0445296153589,321.381966625294,147.353097285248,2855.28714917595,3126.10652851844,3396.92590786094,3667.74528720343,3938.56466654593,0.129770005358926,0.133771411910905,0.0895714623015951,-0.00244659487531325,-0.0106036655007185,0.11492662158768549,2018.15627531772,2024.4712540959,2069.90563739737,2064.9737738889,2035.46935075557,354.904086980401,355.694245489208,351.757367825969,349.271853883471,357.295722366763,2037.90718669702,353.744157212901,0.0201947088838933,0.00011930599929145401,-0.161190619258896,4.26082133699311e-07,6.6937315616300195e-09,0.000267829020219696,1.8463393938844098e-06,-3.51642098733853e-07,1.20123229398876e-05,-0.00286271580697987,0.000308195452835484,0.0119709771352859,-0.013612290480307902,-0.00185825230071079,-0.333572963071181,8.077283817973571e-06,-9.870132869538979e-09,0.000279939265716697,2.3613068979530697e-06,-2.386871928382e-07,9.41821480955465e-06,-0.00253518141303945,0.0004244773725516639,0.02049993245451
8,12.3191145708446,262.620154082285,1649.33407790754,407.474506071174,121.845167682245,49.6068102994577,33.0127739625809,2744.50153943389,2981.38042635018,3218.25931326648,3455.13820018278,3692.01708709908,0.09683763606961224,0.0977573930079492,0.10189957526333698,0.0762786800251086,0.01415023585951935,0.08037248200659045,3777.28995540044,3774.30017954353,3771.21737303327,3774.75204987917,3766.40457661525,1899.83615588398,1896.35259939142,1887.30378982737,1884.27893666131,1898.18234250453,3781.56678526377,1896.22776785855,-0.0394964653816471,-0.000354195952109978,-0.0475204882733629,-1.60358329206701e-05,-1.56737423058244e-07,0.000169010755847358,-4.541894090163321e-06,2.25113313193168e-08,6.13476264962728e-05,0.0168953754768907,0.000732701997500038,0.028609087172721297,-0.0348771650444307,0.0006797174120533909,-0.06955702578708821,-1.06344769927587e-05,1.6670776156536198e-07,0.00017907544277750802,-1.9714348074264e-06,1.76084329191829e-07,6.26699287489788e-05,0.0097658350208477,-9.60247290872532e-05,0.0310159466640822
9,130.123747333449,491.404553413982,1925.22708596588,407.314913471523,198.164791140203,213.951096330856,48.6177644498911,3881.13065558306,4232.57335113739,4584.01604669173,4935.45874224607,5286.9014378004,0.1492133118484485,0.152756219310646,0.164960985791293,0.061417271323601405,-0.02137320661106765,0.138363183610136,4482.15242792843,4482.41047964322,4505.70491983137,4567.49837941416,4456.39574324406,1790.18812611965,1789.9578209916,1788.69998226056,1723.73405570209,1769.55801375293,4513.61228117465,1783.89597696592,0.011193679230049299,-0.0008606287869664149,-0.234573201383528,-6.0123071842610105e-06,1.7511585880917002e-07,0.0005756083541971109,-1.72099830273528e-07,-2.0029249446555397e-07,8.90808593253661e-05,-0.0018005122455578898,0.000118913672597463,0.0471732025831946,0.0199207706689527,-0.00225078041787226,-0.42980048096588896,7.057357308447501e-06,5.81780276773521e-08,0.000604247234838566,4.06176158045719e-06,-1.8985209062495603e-07,8.82211436871255e-05,-0.0131548019268426,-0.0012150916634459201,0.0664850431533621
